Latitude,Longitude
1.2486644789715258,103.82612282958486
1.3600969816516337,103.89910847663036
1.3083445483450626,103.7047474774451
1.436437545012305,103.7898940971794
1.2652073005325108,103.70021063097704
1.3109693500067456,103.80002278892513
1.3736478429147634,103.91973288782117
1.4422518987579631,103.85321824704201
1.2080083015495617,103.71912286785472
1.416098019394173,103.75082691344602
1.3789768057122231,103.68575899917505
1.3309205618404958,103.82000256886423
1.3980946451391438,104.07962855584626
1.4491376328058037,103.77740613272809
1.3473880638190463,103.85795452295268
1.280978270551913,103.84670532343635
1.2974767420729303,103.63310269775671
1.3402616962016645,103.90837644611588
1.2910566248532676,103.72085402376804
1.4286138245794373,103.85157845321652
1.315523067731366,103.71039766213367
1.3875612785048201,103.83881836575776
1.2716745028733296,103.82525543278092
1.3030972773647955,103.87873995061531
1.4237925360008767,103.84239479829749
1.4040092172254555,103.88244593333175
1.29845736154305,103.83830941726296
1.3909576405298538,103.69919198859625
1.3642054042350606,103.84573074866694
1.3799067951009212,103.85110083640885
1.3645616266622507,103.84680433130703
1.38175530551272,103.91128346904549
1.362173232042882,103.9076560277253
1.3165496852538063,103.83472759023739
1.3755386839854367,103.74343245946729
1.4144458663519281,103.73553027195916
1.237252461256059,103.74677347046503
1.3046759649318822,103.74273564217295
1.3046076600954557,103.90507328290936
1.4087460461157764,103.86090009161687
1.4288370661279086,103.82408138481358
1.368552848101109,103.83463575115111
1.3846373623910178,103.66651716742334
1.3892296790678387,104.06512768018865
1.416108684717577,104.07716167274312
1.386989003701568,103.82583046101001
1.4064138636319885,103.86457115865129
1.2462941514123078,103.84405306038971
1.3856131811681232,103.68778830158092
1.3769375452432238,103.70107736599915
1.2895170864409866,103.80500961959343
1.3898460523788931,103.73997738580313
1.3784578915857688,103.77328086466942
1.391377463238339,103.74877571778764
1.3542336264248631,103.98192223125754
1.3246047346898482,103.70537338998744
1.2716906278813727,103.70033754089145
1.4225398343259634,103.70963301888534
1.389918104453062,103.797206464533
1.4268263864023987,103.71013406112178
1.2933456740359055,103.62056127752774
1.3498874290358327,103.6949778083572
1.3758579986219994,103.95700117640652
1.4275173850518825,103.72123084960921
1.369177946140357,103.66116673932711
1.2431499048700954,103.6719452204788
1.381790673495831,103.9735516253232
1.2973434498289937,103.8120947795787
1.3511233092239245,103.79907771092641
1.440802434267477,103.83203770969043
1.38485374822134,103.72371508664895
1.2956888677961325,103.89754021651619
1.3054117232262654,103.7622626332981
1.2822043163656318,103.70001053905193
1.2764813658940122,103.86215598820412
1.3896905853200148,104.06960356677607
1.4178485194206085,103.69512921457961
1.4303149302279432,103.79904912148554
1.289365044760884,103.87067550943479
1.307751979568828,103.82181683391698
1.3533533147948704,103.8044477149532
1.3303378564147113,103.86678760499434
1.4318007790978555,103.77446010583954
1.3841146639609208,103.78823110647706
1.3176022294747411,103.98572577230661
1.366907090437754,103.95880458136297
1.3455696829963408,103.78210914757051
1.362180661594544,103.8148885049234
1.2988168112238885,103.79248753233993
1.3323640050138779,103.82344536300191
1.345882258749968,103.63577291320316
